Tempo;Corrente;Velocidade;Degrau
0.53;27.16;86.79;0
0.531;27.2;86.79;0
0.532;27.24;86.79;0
0.533;27.25;86.79;0
0.534;27.25;86.79;0
0.535;27.25;86.79;0
0.536;27.22;86.79;0
0.537;27.22;86.79;0
0.538;27.25;86.79;0
0.539;27.29;86.79;0
0.54;27.34;86.79;0
0.541;27.29;86.79;0
0.542;27.28;86.79;0
0.543;27.27;86.79;0
0.544;27.24;86.79;0
0.545;27.24;86.79;0
0.546;27.26;86.79;0
0.547;27.3;86.79;0
0.548;27.3;86.79;0
0.549;27.28;86.79;0
0.55;27.25;86.79;0
0.551;27.22;86.79;0
0.552;27.21;86.79;0
0.553;27.21;86.79;0
0.554;27.22;86.79;0
0.555;27.25;86.79;0
0.556;27.23;86.79;0
0.557;27.22;86.79;0
0.558;27.17;86.79;0
0.559;27.16;86.79;0
0.56;27.16;86.79;0
0.561;27.17;86.79;0
0.562;27.2;86.79;0
0.5630000000000001;27.24;86.79;0
0.5640000000000001;27.23;86.79;0
0.5650000000000001;27.2;86.79;0
0.5660000000000001;27.18;86.79;0
0.5670000000000001;27.18;86.79;0
0.5680000000000001;27.16;86.79;0
0.5690000000000001;27.18;86.79;0
0.5700000000000001;27.2;86.79;0
0.5710000000000001;27.22;86.79;0
0.5720000000000001;27.19;86.79;0
0.5730000000000001;27.15;86.79;0
0.5740000000000001;27.14;86.79;0
0.5750000000000001;27.14;86.79;0
0.5760000000000001;27.17;86.79;0
0.577;27.18;86.79;0
0.578;27.23;86.79;0
0.579;27.26;86.79;0
0.58;27.22;86.79;0
0.581;27.2;86.79;0
0.582;27.21;86.79;0
0.583;27.23;86.79;0
0.584;27.27;86.79;0
0.585;27.28;86.79;0
0.586;27.3;86.79;0
0.587;27.28;86.79;0
0.588;27.26;86.79;0
0.589;27.26;86.79;0
0.59;27.27;86.79;0
0.591;27.29;86.79;0
0.592;27.3;86.79;0
0.593;27.33;86.79;0
0.594;27.35;86.79;0
0.595;27.29;86.79;0
0.596;27.27;86.79;0
0.597;27.27;86.79;0
0.598;27.27;86.79;0
0.599;27.26;86.79;0
0.6;27.27;86.79;0
0.601;27.28;86.79;0
0.602;27.28;86.79;0
0.603;27.23;86.79;0
0.604;27.22;86.79;0
0.605;27.24;86.79;0
0.606;27.27;86.79;0
0.607;27.25;86.79;0
0.608;27.27;86.79;0
0.609;27.25;86.79;0
0.61;27.25;86.79;0
0.611;27.21;86.79;0
0.612;27.22;86.79;0
0.613;27.25;86.79;0
0.614;27.27;86.79;0
0.615;27.26;86.79;0
0.616;27.24;86.79;0
0.617;27.25;86.79;0
0.618;27.24;86.79;0
0.619;27.21;86.79;0
0.62;27.23;86.86;0
0.621;27.25;86.93;0
0.622;27.27;86.99;0
0.623;27.26;87.06;0
0.624;27.25;87.13;0
0.625;27.23;87.2;0
0.626;27.21;87.27;0
0.627;27.21;87.27;0
0.628;27.22;87.27;0
0.629;27.22;87.27;0
0.63;27.24;87.27;0
0.631;27.23;87.27;0
0.632;27.23;87.27;0
0.633;27.23;87.27;0
0.634;27.25;87.27;0
0.635;27.26;87.27;0
0.636;27.28;87.27;0
0.637;27.27;87.27;0
0.638;27.27;87.27;0
0.639;27.26;87.27;0
0.64;27.25;87.27;0
0.641;27.27;87.27;0
0.642;27.27;87.27;0
0.643;27.29;87.27;0
0.644;27.32;87.27;0
0.645;27.34;87.27;0
0.646;27.32;87.27;0
0.647;27.32;87.27;0
0.648;27.31;87.27;0
0.649;27.33;87.27;0
0.65;27.31;87.27;0
0.651;27.33;87.27;0
0.652;27.33;87.27;0
0.653;27.32;87.27;0
0.654;27.27;87.27;0
0.655;27.25;87.27;0
0.656;27.22;87.27;0
0.657;27.21;87.27;0
0.658;27.2;87.27;0
0.659;27.22;87.2;0
0.66;27.23;87.13;0
0.661;27.21;87.06;0
0.662;27.17;86.99;0
0.663;27.14;86.93;0
0.664;27.17;86.86;0
0.665;27.19;86.79;0
0.666;27.18;86.79;0
0.667;27.19;86.79;0
0.668;27.16;86.79;0
0.669;27.15;86.79;0
0.67;27.11;86.79;0
0.671;27.09;86.79;0
0.672;27.12;86.79;0
0.673;27.15;86.79;0
0.674;27.18;86.79;0
0.675;27.19;86.79;0
0.676;27.16;86.79;0
0.677;27.12;86.79;0
0.678;27.09;86.79;0
0.679;27.1;86.79;0
0.68;27.12;86.79;0
0.681;27.12;86.79;0
0.682;27.15;86.79;0
0.683;27.14;86.79;0
0.684;27.13;86.79;0
0.685;27.1;86.79;0
0.686;27.11;86.79;0
0.687;27.14;86.79;0
0.6880000000000001;27.18;86.79;0
0.6890000000000001;27.2;86.79;0
0.6900000000000001;27.2;86.79;0
0.6910000000000001;27.18;86.79;0
0.6920000000000001;27.16;86.79;0
0.6930000000000001;27.13;86.79;0
0.6940000000000001;27.14;86.79;0
0.6950000000000001;27.17;86.79;0
0.6960000000000001;27.21;86.79;0
0.6970000000000001;27.22;86.79;0
0.6980000000000001;27.22;86.79;0
0.6990000000000001;27.21;86.79;0
0.7000000000000001;27.17;86.79;0
0.7010000000000001;27.17;86.79;0
0.7020000000000001;27.19;86.79;0
0.7030000000000001;27.23;86.79;0
0.704;27.24;86.79;0
0.705;27.22;86.79;0
0.706;27.21;86.79;0
0.707;27.15;86.79;0
0.708;27.1;86.79;0
0.709;27.1;86.79;0
0.71;27.11;86.79;0
0.711;27.14;86.79;0
0.712;27.15;86.79;0
0.713;27.14;86.79;0
0.714;27.11;86.79;0
0.715;27.1;86.79;0
0.716;27.07;86.79;0
0.717;27.07;86.79;0
0.718;27.11;86.79;0
0.719;27.15;86.79;0
0.72;27.16;86.79;0
0.721;27.13;86.79;0
0.722;27.09;86.79;0
0.723;27.09;86.79;0
0.724;27.07;86.79;0
0.725;27.1;86.79;0
0.726;27.15;86.79;0
0.727;27.2;86.79;0
0.728;27.18;86.79;0
0.729;27.15;86.79;0
0.73;27.13;86.79;0
0.731;27.13;86.79;0
0.732;27.11;86.79;0
0.733;27.13;86.79;0
0.734;27.16;86.79;0
0.735;27.17;86.79;0
0.736;27.12;86.79;0
0.737;27.09;86.79;0
0.738;27.06;86.79;0
0.739;27.08;86.79;0
0.74;27.1;86.79;0
0.741;27.12;86.79;0
0.742;27.15;86.79;0
0.743;27.18;86.79;0
0.744;27.14;86.79;0
0.745;27.11;86.79;0
0.746;27.11;86.79;0
0.747;27.14;86.79;0
0.748;27.16;86.79;0
0.749;27.17;86.79;0
0.75;27.22;86.79;0
0.751;27.2;86.79;0
0.752;27.18;86.79;0
0.753;27.16;86.79;0
0.754;27.18;86.79;0
0.755;27.21;86.79;0
0.756;27.25;86.79;0
0.757;27.26;86.79;0
0.758;27.23;86.79;0
0.759;27.19;86.79;0
0.76;27.18;86.79;0
0.761;27.19;86.79;0
0.762;27.18;86.79;0
0.763;27.19;86.79;0
0.764;27.2;86.79;0
0.765;27.2;86.79;0
0.766;27.18;86.79;0
0.767;27.16;86.79;0
0.768;27.16;86.79;0
0.769;27.2;86.79;0
0.77;27.18;86.79;0
0.771;27.19;86.79;0
0.772;27.19;86.79;0
0.773;27.18;86.79;0
0.774;27.13;86.79;0
0.775;27.14;86.79;0
0.776;27.15;86.79;0
0.777;27.17;86.79;0
0.778;27.15;86.79;0
0.779;27.16;86.79;0
0.78;27.19;86.79;0
0.781;27.2;86.79;0
0.782;27.19;86.79;0
0.783;27.21;86.79;0
0.784;27.24;86.79;0
0.785;27.26;86.79;0
0.786;27.27;86.86;0
0.787;27.25;86.93;0
0.788;27.25;86.99;0
0.789;27.23;87.06;0
0.79;27.23;87.13;0
0.791;27.25;87.2;0
0.792;27.26;87.27;0
0.793;27.28;87.27;0
0.794;27.29;87.27;0
0.795;27.3;87.27;0
0.796;27.32;87.27;0
0.797;27.29;87.27;0
0.798;27.3;87.27;0
0.799;27.31;87.27;0
0.8;27.33;87.27;0
0.801;27.3;87.27;0
0.802;27.29;87.27;0
0.803;27.29;87.27;0
0.804;27.29;87.2;0
0.805;27.28;87.13;0
0.806;27.3;87.06;0
0.807;27.33;86.99;0
0.808;27.36;86.93;0
0.809;27.33;86.86;0
0.81;27.31;86.79;0
0.811;27.3;86.79;0
0.812;27.3;86.79;0
0.8130000000000001;27.28;86.79;0
0.8140000000000001;27.3;86.79;0
0.8150000000000001;27.33;86.79;0
0.8160000000000001;27.32;86.79;0
0.8170000000000001;27.28;86.79;0
0.8180000000000001;27.27;86.79;0
0.8190000000000001;27.22;86.79;0
0.8200000000000001;27.23;86.79;0
0.8210000000000001;27.22;86.79;0
0.8220000000000001;27.25;86.79;0
0.8230000000000001;27.28;86.79;0
0.8240000000000001;27.27;86.79;0
0.8250000000000001;27.23;86.79;0
0.8260000000000001;27.2;86.79;0
0.8270000000000001;27.22;86.79;0
0.8280000000000001;27.23;86.79;0
0.8290000000000001;27.21;86.79;0
0.8300000000000001;27.24;86.79;0
0.8310000000000001;27.23;86.79;0
0.8320000000000001;27.22;86.79;0
0.833;27.18;86.79;0
0.834;27.19;86.79;0
0.835;27.22;86.79;0
0.836;27.24;86.79;0
0.837;27.26;86.79;0
0.838;27.28;86.79;0
0.839;27.26;86.79;0
0.84;27.23;86.79;0
0.841;27.21;86.79;0
0.842;27.23;86.79;0
0.843;27.26;86.79;0
0.844;27.27;86.79;0
0.845;27.27;86.79;0
0.846;27.25;86.79;0
0.847;27.22;86.79;0
0.848;27.19;86.79;0
0.849;27.19;86.79;0
0.85;27.21;86.79;0
0.851;27.26;86.79;0
0.852;27.26;86.79;0
0.853;27.27;86.79;0
0.854;27.27;86.79;0
0.855;27.22;86.79;0
0.856;27.18;86.79;0
0.857;27.18;86.79;0
0.858;27.2;86.79;0
0.859;27.25;86.79;0
0.86;27.24;86.79;0
0.861;27.27;86.79;0
0.862;27.26;86.79;0
0.863;27.24;86.79;0
0.864;27.21;86.79;0
0.865;27.22;86.79;0
0.866;27.26;86.79;0
0.867;27.26;86.79;0
0.868;27.24;86.79;0
0.869;27.24;86.79;0
0.87;27.21;86.79;0
0.871;27.19;86.79;0
0.872;27.17;86.79;0
0.873;27.19;86.79;0
0.874;27.21;86.79;0
0.875;27.22;86.79;0
0.876;27.21;86.79;0
0.877;27.17;86.79;0
0.878;27.17;86.79;0
0.879;27.14;86.79;0
0.88;27.13;86.79;0
0.881;27.16;86.79;0
0.882;27.2;86.79;0
0.883;27.19;86.79;0
0.884;27.17;86.79;0
0.885;27.14;86.79;0
0.886;27.11;86.79;0
0.887;27.09;86.79;0
0.888;27.12;86.79;0
0.889;27.16;86.79;0
0.89;27.2;86.79;0
0.891;27.18;86.79;0
0.892;27.16;86.79;0
0.893;27.13;86.79;0
0.894;27.1;86.79;0
0.895;27.09;86.79;0
0.896;27.11;86.79;0
0.897;27.13;86.79;0
0.898;27.17;86.79;0
0.899;27.14;86.79;0
0.9;27.13;86.79;0
0.901;27.1;86.79;0
0.902;27.11;86.79;0
0.903;27.12;86.79;0
0.904;27.13;86.79;0
0.905;27.16;86.79;0
0.906;27.17;86.79;0
0.907;27.13;86.79;0
0.908;27.1;86.79;0
0.909;27.09;86.79;0
0.91;27.08;86.79;0
0.911;27.1;86.79;0
0.912;27.12;86.79;0
0.913;27.16;86.79;0
0.914;27.13;86.79;0
0.915;27.1;86.79;0
0.916;27.09;86.79;0
0.917;27.09;86.79;0
0.918;27.09;86.79;0
0.919;27.11;86.79;0
0.92;27.13;86.79;0
0.921;27.15;86.79;0
0.922;27.12;86.72;0
0.923;27.08;86.65;0
0.924;27.07;86.58;0
0.925;27.08;86.52;0
0.926;27.06;86.45;0
0.927;27.07;86.38;0
0.928;27.08;86.31;0
0.929;27.09;86.31;0
0.93;27.08;86.31;0
0.931;27.05;86.31;0
0.932;27.05;86.38;0
0.933;27.08;86.45;0
0.934;27.06;86.52;0
0.935;27.09;86.58;0
0.936;27.11;86.65;0
0.937;27.12;86.72;0
0.9380000000000001;27.07;86.79;0
0.9390000000000001;27.06;86.79;0
0.9400000000000001;27.06;86.79;0
0.9410000000000001;27.08;86.79;0
0.9420000000000001;27.11;86.79;0
0.9430000000000001;27.11;86.79;0
0.9440000000000001;27.12;86.79;0
0.9450000000000001;27.13;86.79;0
0.9460000000000001;27.1;86.79;0
0.9470000000000001;27.12;86.79;0
0.9480000000000001;27.11;86.79;0
